Senyawa,smiles
Resokaempferol,Did not work
Resveratrol,Oc1ccc(cc1)C=Cc2cc(O)cc(O)c2
Resveratrol (E)-dehydrodimer,Did not work
Reticuline,COc1ccc(CC2N(C)CCc3cc(OC)c(O)cc23)cc1O
Retusin 7-O-glucoside,Did not work
Retusin 7-O-neohesperidoside,Did not work
Retusin 8-O-arabinoside,Did not work
Retusin(Dalbergia),Did not work
Reynoutrin,O[C@@H]1COC(OC2=C(Oc3cc(O)cc(O)c3C2=O)c4ccc(O)c(O)c4)[C@H](O)[C@H]1O
Rhamnazin,COc1cc(O)c2C(=O)C(=C(Oc2c1)c3ccc(O)c(OC)c3)O
Rhamnetin,COc1cc(O)c2C(=O)C(=C(Oc2c1)c3ccc(O)c(O)c3)O
Rhamnetin 3-galactosyl-(1->4)-galactoside,Did not work
Rhamnetin 3-mannosyl-(1->2)-alloside,Did not work
Rhamnetin 3-neohesperidoside,Did not work
Rhamnetin 3-rhamnosyl-(1->4)-rhamnoside,Did not work
Rhamnetin 3-robinobioside,Did not work
Rhamnocitrin 3-rutinoside,Did not work
Rheediachromenoxanthone,Did not work
Rheediaxanthone A,Did not work
Rhein,OC(=O)c1cc(O)c2C(=O)c3c(O)cccc3C(=O)c2c1
Rhein 8-Glucosides,Did not work
Rheinosides  A,Did not work
Rheinosides  B,Did not work
Rheinosides  C,Did not work
Rheinosides  D,Did not work
Rhinacanthin A,Did not work
Rhinacanthin B,Did not work
Rhinacanthin C,Did not work
Rhinacanthin D,Did not work
Rhinacanthin E,Did not work
Rhinacanthin F,Did not work
Rhinacanthin G,Did not work
Rhinacanthin H,Did not work
Rhinacanthin I,Did not work
Rhinacanthin J,Did not work
Rhinacanthin K,Did not work
Rhinacanthin L,Did not work
Rhinacanthin M,Did not work
Rhinacanthin N,Did not work
Rhinacanthin O,Did not work
Rhinacanthin P,Did not work
Rhinacanthin Q,Did not work
Rhinacanthone,CC1(C)COC2=C(C1)C(=O)C(=O)c3ccccc23
Rhodioloside,OC[C@H]1O[C@@H](OCCc2ccc(O)cc2)[C@H](O)[C@@H](O)[C@@H]1O
Rhoifolin,C[C@@H]1O[C@@H](O[C@@H]2[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]2Oc3cc(O)c4C(=O)C=C(Oc4c3)c5ccc(O)cc5)[C@H](O)[C@H](O)[C@H]1O
Rhusemialin A,Did not work
Rhusemialin B,Did not work
Rhusemialin C,Did not work
Rhynchociline,Did not work
Rhyncoside A,Did not work
Rhyncoside B,Did not work
Rhyncoside C,Did not work
Rhyncoside D,Did not work
Rhyncoside E,Did not work
Rhyncoside F,Did not work
Riboflavin,Cc1cc2N=C3C(=O)NC(=O)N=C3N(CC(O)C(O)C(O)CO)c2cc1C
Ricinine,COC1=C(C#N)C(=O)N(C)C=C1
Rishitin,C[C@@H]1[C@@H](O)[C@H](O)CC2=C1C[C@@H](CC2)C(C)=C
Rishitinol,Did not work
Robinetin,Oc1ccc2C(=O)C(=C(Oc2c1)c3cc(O)c(O)c(O)c3)O
Robinin,C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](OC3=C(Oc4cc(O[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@H]5O)cc(O)c4C3=O)c6ccc(O)cc6)[C@H](O)[C@@H](O)[C@H]2O)[C@H](O)[C@H](O)[C@H]1O
Robustaflavone,Oc1ccc(cc1)C2=CC(=O)c3c(O)c(c(O)cc3O2)c4cc(ccc4O)C5=CC(=O)c6c(O)cc(O)cc6O5
Robustaside A,Did not work
Robustaside B,Did not work
Robustaside C,Did not work
Robustaside D,Did not work
Robustic acid,COc1ccc(cc1)C2=C(O)Oc3cc4OC(C)(C)C=Cc4c(OC)c3C2=O
Robustine,COc1c2ccoc2nc3c(O)cccc13
Robustol,Did not work
Rohitukine,CN1CCC(C(O)C1)c2c(O)cc(O)c3C(=O)C=C(C)Oc23
Rorifamide,C[S](=O)(=O)CCCCCCCCCC(N)=O
Rorifone,C[S](=O)(=O)CCCCCCCCCC#N
Rosmarinic Acid,OC(=O)[C@@H](Cc1ccc(O)c(O)c1)OC(=O)/C=C/c2ccc(O)c(O)c2
Rotenol,Did not work
Rotenone,COc1cc2OC[C@H]3Oc4c5C[C@@H](Oc5ccc4C(=O)[C@H]3c2cc1OC)C(C)=C
Rotundifuran,CC1C[C@@H](OC(C)=O)C2C(C)(C)CCC[C@]2(C)C1(O)CCc3cocc3
Rotundone,C[C@H]1CC(=O)C2=C1C[C@@H](CC[C@@H]2C)C(C)=C
Rotungenic acid,Did not work
Roxburghine B,COC(=O)C1=CN2CCc3c([nH]c4ccccc34)[C@@]2(C)[C@@H]5CN6CCc7c([nH]c8ccccc78)[C@H]6C[C@H]15
Rubiadin,Cc1c(O)cc2C(=O)c3ccccc3C(=O)c2c1O
Rubiadin-1-methyl ether,COc1c(C)c(O)cc2C(=O)c3ccccc3C(=O)c12
Rubixanthin,CC(C)=CCC\C(C)=C\C=C\C(C)=C\C=C\C(C)=C\C=C\C=C(C)\C=C\C=C(C)\C=C\C1=C(C)C[C@@H](O)CC1(C)C
Rubranine,Did not work
Rubraxanthone,COc1c(O)cc2Oc3cc(O)cc(O)c3C(=O)c2c1C\C=C(C)/CCC=C(C)C
Rubrofusarin,COc1cc(O)c2c(O)c3C(=O)C=C(C)Oc3cc2c1
Ruscogenin,C[C@@H]1CC[C@@]2(OC1)O[C@H]3C[C@H]4[C@@H]5CC=C6C[C@@H](O)C[C@@H](O)[C@]6(C)[C@H]5CC[C@]4(C)[C@H]3[C@@H]2C
Rutacridone,CN1c2ccccc2C(=O)c3c(O)cc4OC(Cc4c13)C(C)=C
Rutalexin,Did not work
Rutamarin,CC(=O)OC(C)(C)C1Cc2cc3C=C(C(=O)Oc3cc2O1)C(C)(C)C=C
Rutarin,CC(C)(O)[C@@H]1Cc2cc3C=CC(=O)Oc3c(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)c2O1
Rutin,C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](OC3=C(Oc4cc(O)cc(O)c4C3=O)c5ccc(O)c(O)c5)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O
Ryanodine,CC(C)[C@@]1(O)[C@@H](OC(=O)c2[nH]ccc2)[C@@]3(O)[C@@]4(C)C[C@]5(O)O[C@@]6([C@H](O)[C@@H](C)CC[C@]46O)[C@@]3(O)[C@]15C
S-(-)-Spirobrassinin,Did not work
S-Acetyl dihydroasparagusic acid,Did not work
S-[(E)-Prop-1-enyl]-L-cysteine S-oxide,C/C=C/[S](=O)C[C@H](N)C(O)=O
Sabinene hydrate,CC(C)C12CCC(C)(O)C1C2
Saccatoside,Did not work
Saccharides,Did not work
Sacharase,Did not work
Safflomin C,Did not work
Safflor yellow A,Did not work
Safflor yellow B,Did not work
Saffrol,Did not work
Safranal,CC1=C(C=O)C(C)(C)CC=C1
Safrole,C=CCc1ccc2OCOc2c1
Safynol,C/C=C/C#CC#CC#C/C=C/[C@H](O)CO
Salannin,COC(=O)C[C@H]1[C@@]2(C)[C@H](C[C@@H](OC(C)=O)[C@@]3(C)CO[C@@H]([C@H]4O[C@@H]5C[C@H](C(=C5[C@@]14C)C)c6cocc6)[C@H]23)OC(=O)C(/C)=C/C
Salaquinone A,Did not work
Salasol A,Did not work
Salasol B,Did not work
Salasone A,Did not work
Salasone B,Did not work
Salasone C,Did not work
Salasone D,Did not work
Salasone E,Did not work
Salcolin A,Did not work
Salcolin B,Did not work
Salsolinol,C[C@@H]1NCCc2cc(O)c(O)cc12
Salvigenin,COc1ccc(cc1)C2=CC(=O)c3c(O)c(OC)c(OC)cc3O2
Samaderin A,CC1=CC(=O)[C@]2(C)[C@H]3[C@@H](O)[C@@H]4OC(=O)[C@H]5[C@]4(C)OC[C@@]35C(=O)C=C12
Samarangenin A,Did not work
Samarangenin B,Did not work
Samatine,Did not work
Sambicyanin,[Cl-].OC[C@H]1O[C@@H](Oc2cc3c(O)cc(O)cc3[o+]c2c4ccc(O)c(O)c4)[C@H](O[C@@H]5OC[C@@H](O)[C@H](O)[C@H]5O)[C@@H](O)[C@@H]1O
Sandorinic acid A,Did not work
Sandorinic acid B,Did not work
Sandorinic acid C,Did not work
Sandwicarpin,Did not work
Sanggenofuran A,Did not work
Sanggenol N,Did not work
Sanggenol O,Did not work
Santal,Did not work
Santalone,Did not work
Santarubin C,Did not work
Sapelin E acetate,Did not work
Sapintoxin A,CNc1ccccc1C(=O)O[C@@H]2[C@@H](C)[C@]3(O)[C@@H]4C=C(C)C(=O)[C@H]4CC(=C[C@H]3[C@@H]5C(C)(C)[C@]25OC(C)=O)CO
Sapintoxin B,Did not work
Sapogenin,CC(CO)CCC1=C(C)[C@H]2[C@H](C[C@H]3[C@@H]4CC[C@H]5C[C@@H](O)CC[C@]5(C)[C@H]4CC(=O)[C@]23C)O1
Saponarin,OC[C@H]1O[C@@H](Oc2cc3OC(=CC(=O)c3c(O)c2[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)c5ccc(O)cc5)[C@H](O)[C@@H](O)[C@@H]1O
Saponin,Did not work
"Saponin -Platycodin  A, C,D,D2",Did not work
Saponin Triterpen,Did not work
Saponins ,Did not work
Sappanchalcone,COc1cc(O)ccc1C(=O)/C=C/c2ccc(O)c(O)c2
Sarcaglaboside A,CC1=C2C[C@H]3C(=C)CC[C@H](O[C@@H]4OC(CO)[C@@H](O)[C@H](O)C4O)[C@]3(C)C[C@@H]2OC1=O
Sarcaglaboside B,CC1=C2C[C@H]3C(=C)C=C[C@H](O[C@@H]4OC(CO)[C@@H](O)[C@H](O)C4O)[C@]3(C)C[C@@H]2OC1=O
Sarmentamide A,Did not work
Sarmentamide B,Did not work
Sarmentamide C,Did not work
Sarmentine,Did not work
Sarmentosin,OC[C@H]1O[C@@H](OC/C=C(/CO)C#N)[C@H](O)[C@@H](O)[C@@H]1O
Sarpagine,CC=C1C=[N+]2[C@H]3Cc4c([nH]c5ccc(O)cc45)[C@@H]2C[C@H]1[C@H]3CO
Sativan,COc1ccc([C@@H]2COc3cc(O)ccc3C2)c(OC)c1
Sativanone,COc1ccc([C@@H]2COc3cc(O)ccc3C2=O)c(OC)c1
Sativol,COc1ccc2c(OC(=O)c3c2oc4cc(O)ccc34)c1O
Saussurea lactone,C[C@@H]1C2CC[C@](C)(C=C)[C@H]([C@H]2OC1=O)C(C)=C
Scandenal,Did not work
Scandenin,Did not work
Scandenolide,CC(=O)OC1CC2OC2(C)CC3OC(=O)C(=C)C3C4OC(=O)C1=C4
Scanderone,Did not work
Scandinone,Did not work
Scandione,COc1ccc(c(O)c1)C(=O)C(=O)c2cc3OCOc3cc2O
Scandoside,OC[C@H]1O[C@@H](OC2OC=C(C3[C@@H](O)C=C(CO)C23)C(O)=O)[C@H](O)[C@@H](O)[C@@H]1O
Scandoside methyl ester,COC(=O)C1=CO[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H]3[C@@H]1[C@H](O)C=C3CO
Schaftoside,OC[C@H]1O[C@H]([C@H](O)[C@@H](O)[C@@H]1O)c2c(O)c([C@@H]3OC[C@H](O)[C@H](O)[C@H]3O)c4OC(=CC(=O)c4c2O)c5ccc(O)cc5
Schidigera saponin D5,Did not work
Schisandrin,COc1cc2C[C@H](C)[C@@](C)(O)Cc3cc(OC)c(OC)c(OC)c3c2c(OC)c1OC
Schisandrol  A,Did not work
Schleicheol 1,Did not work
Schleicheol 2,Did not work
Schleicherastatin 1,Did not work
Schleicherastatin 2,Did not work
Schleicherastatin 3,Did not work
Schleicherastatin 4,Did not work
Schleicherastatin 5,Did not work
Schleicherastatin 6,Did not work
Schleicherastatin 7,Did not work
Sclareol,CC1(C)CCC[C@@]2(C)C1CC[C@@](C)(O)[C@@H]2CC[C@@](C)(O)C=C
Scopadulcic Acid A,C[C@]12CCC[C@@](CO)([C@@H]1[C@@H](CC3CC(=C)C4CCC23C4)OC(=O)c5ccccc5)C(O)=O
Scopadulcic acid B,C[C@@]12CC[C@]3(C1)C(C[C@@H](OC(=O)c4ccccc4)[C@H]5[C@@](C)(CCC[C@]35C)C(O)=O)CC2=O
Scopadulcic acid C,Did not work
Scopadulin,COC(=O)[C@@H]1CCC[C@@]2(C)[C@@H]1[C@@H](C[C@H]3C[C@@H]4CC23CC[C@@]4(C)O)OC(=O)c5ccccc5
Scopanolal,Did not work
Scoparic acid A,CC(/CCC1C(=C)C[C@@H](OC(=O)c2ccccc2)C3[C@]1(C)CCCC3(C)C(O)=O)=C\CO
Scoparic Acid B,CC(=O)CCC1C(=C)C[C@@H](OC(=O)c2ccccc2)[C@@H]3[C@]1(C)CCC[C@@]3(C)C(O)=O
Scoparic Acid C,C[C@]12CCC[C@](C)([C@@H]1[C@@H](CC(=C)C2CCC(=C)C=O)OC(=O)c3ccccc3)C(O)=O
Scoparin 2''-O-glucoside,Did not work
Scoparin 2''-O-xyloside,Did not work
Scoparinol,Did not work
Scopolamine,CN1[C@@H]2CC(C[C@H]1[C@@H]3O[C@H]23)OC(=O)[C@H](CO)c4ccccc4
Scopoletin,COc1cc2C=CC(=O)Oc2cc1O
Scopoletine,COc1cc2C=CC(=O)Oc2cc1O
Scopolin,COc1cc2CCC(=O)Oc2cc1O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O
Scopoline,CN1C2CC3CC1C(O3)[C@H]2O
Scorodocarpine A,Did not work
Scorodocarpine B,Did not work
Scorodocarpine C,Did not work
Scorzoside,Did not work
Scoulerine,COc1ccc2CC3N(CCc4cc(OC)c(O)cc34)Cc2c1O
Scutellarein,Oc1ccc(cc1)C2=CC(=O)c3c(O)c(O)c(O)cc3O2
"Scutellarein 5,6,7,4'-tetramethyl ether",Did not work
"Scutellarein 6,4'-dimethyl ether 7-(6''-acetylglucoside)",Did not work
Scutellarein 6-rhamnosyl-(1->2)-galactoside,Did not work
Scutellarein 6-xyloside-7-rhamnoside,Did not work
Scutellarein 7-glucosyl-(1->4)-rhamnoside,Did not work
Scutellarein 7-glucuronide-6-ferulate,Did not work
Scutellarein 7-neohesperidoside,Did not work
Se-Methylselenocysteine,C[Se]C[C@H](N)C(O)=O
Sebacic acid,OC(=O)CCCCCCCCC(O)=O
Secaubryenol,Did not work
Secoisolari-Ciresinol-9-O-B-D-Glucoside,Did not work
Secologanoside,COC(=O)C1=CO[C@@H](O[C@@H]2O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H]2OC(C)=O)C(C=C)C1CC=O
Secoxyloganin,COC(=O)C1=CO[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H](C=C)[C@@H]1CC(O)=O
Seguinoside F,Did not work
Sellulose,Did not work
Semilepidinoside A,Did not work
Semilepidinoside B,Did not work
Sempervirine,C1CCc2c[n+]3ccc4c([n-]c5ccccc45)c3cc2C1
Senecionine,C/C=C1/C[C@@H](C)[C@@](C)(O)C(=O)OCC2=CCN3CC[C@@H](OC1=O)[C@@H]23
Senegin II,COc1ccc(\C=C\C(=O)O[C@H]2[C@@H](C)O[C@@H](OC(=O)[C@]34CCC(C)(C)C[C@H]3C5=CC[C@@H]6[C@@]7(C)C[C@H](O)[C@H](O[C@@H]8O[C@H](CO)[C@@H](O)[C@H](O)[C@H]8O)[C@](C)([C@@H]7CC[C@@]6(C)[C@]5(CO)CC4)C(O)=O)[C@H](O[C@@H]9O[C@@H](C)[C@H](O[C@@H]%10OC[C@@H](O[C@@H]%11O[C@H](CO)[C@H](O)[C@H](O)[C@H]%11O)[C@H](O)[C@H]%10O)[C@@H](O)[C@H]9O)[C@H]2O)cc1OC
Sennosides  A,Did not work
Sennosides  B,Did not work
Sennosides  C,Did not work
Sennosides  D,Did not work
Sennosides  E,Did not work
Sennosides  F,Did not work
Sennosides A ,Did not work
Sennosides B,Did not work
Senyawa Sianohidroksibutena,Did not work
Sepinol,Did not work
Sepiol,Did not work
Septicine,Did not work
Sequoiaflavone,COc1cc(O)c2C(=O)C=C(Oc2c1)c3ccc(O)c(c3)c4c(O)cc(O)c5C(=O)C=C(Oc45)c6ccc(O)cc6
Serat,Did not work
Serine,N[C@@H](CO)C(O)=O
Serotonin,NCCc1c[nH]c2ccc(O)cc12
Serpentine,O.[Mg++].[Mg++].[Mg++].O[Si]([O-])([O-])[O-].O[Si]([O-])([O-])[O-]
Serpentinine,COC(=O)C(Cc1c[n+]2CC3C(C)OC=C(C3Cc2c4[nH]c5ccccc5c14)C(=O)OC)C6CC7N(CCc8c7[nH]c9ccccc89)C\C6=C/C
Sesamol,Oc1ccc2OCOc2c1
Sesamolinol,COc1cc(O[C@H]2OC[C@H]3[C@@H]2CO[C@@H]3c4ccc5OCOc5c4)ccc1O
Sesamose,OC[C@H]1O[C@H](OC[C@H]2O[C@H](OC[C@H]3O[C@@](CO)(O[C@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)[C@@H](O)[C@@H]3O)[C@H](O)[C@@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@H]1O
Seselin,CC1(C)Oc2ccc3C=CC(=O)Oc3c2C=C1
Sesquisabinene,Did not work
Sesquisabinene hydrate,Did not work
Sesquiterpene,CC(=C)[C@@H]1[C@H]2OC(=O)[C@@H]1[C@]3(O)C[C@H]4O[C@]45C(=O)O[C@H]2[C@]35C.CC(C)(O)[C@@H]6[C@H]7OC(=O)[C@@H]6[C@]8(O)C[C@H]9O[C@]9%10C(=O)O[C@H]7[C@]8%10C
Sesquithujene,Did not work
Setaricin,Did not work
Setarin,Did not work
Setoclavine,Did not work
Seychellene,CC1CCC2(C)C(=C)C3CCC2(C)C1C3
Shanzhiside,C[C@@]1(O)CC(O)[C@@H]2[C@H]1C(OC=C2C(O)=O)O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O
Shatavarin I,Did not work
Shatavarin IX,Did not work
Shatavarin V,Did not work
Shatavarin VI,Did not work
Shatavarin VII,Did not work
Shatavarin VIII,Did not work
Shatavarin X,Did not work
Shekanin,COc1c(O)c2C(=O)C(=COc2cc1O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c4ccc(O)cc4
Shikimic Acid,OC1CC(=CC(O)C1O)C(O)=O
Shikimic acid 3-phosphate,Did not work
Shinanolone,Cc1cc(O)c2C(=O)CCC(=O)c2c1
Shizukanolide,CC1=C2C[C@H]3C(=C)[C@H]4C[C@H]4[C@]3(C)C[C@@H]2OC1=O
Shizukanolide C,Did not work
Shizukanolide F,Did not work
Shizukaol E,Did not work
Shoreaphenol,Did not work
Shuterin,Did not work
Shuterol,Did not work
Shuterone A,Did not work
Shuterone B,Did not work
Shyobunone,CC(C)[C@@H]1CC[C@@](C)(C=C)[C@H](C(C)=C)C1=O
Sideroxylin,Did not work
Sikokianin C,Did not work
Silicon,[SiH4]
Silvit,Did not work
Silybin ,COc1cc(ccc1O)[C@H]2Oc3cc(ccc3O[C@@H]2CO)[C@H]4Oc5cc(O)cc(O)c5C(=O)[C@@H]4O
Silychristin,COc1cc(ccc1O)[C@@H]2Oc3c(O)cc(cc3[C@H]2CO)[C@H]4Oc5cc(O)cc(O)c5C(=O)[C@@H]4O
Silydianin,COc1cc(ccc1O)[C@@H]2[C@H]3CO[C@]4(O)[C@H]3C(=C[C@H]2C4=O)[C@H]5Oc6cc(O)cc(O)c6C(=O)C5O
Silymarin,COc1cc(ccc1O)C2Oc3cc(ccc3OC2CO)C4Oc5cc(O)cc(O)c5C(=O)C4O
Simalikilactone D,CC[C@@H](C)C(=O)O[C@@H]1[C@H]2[C@]3(C)OC[C@]24[C@@H](C[C@H]5C(=CC(=O)[C@@H](O)[C@]5(C)[C@H]4[C@@H](O)[C@@H]3O)C)OC1=O
Simiarenol,CC(C)C1CCC2C1(C)CCC3(C)C4CC=C5C(CCC(O)C5(C)C)C4(C)CCC23C
Sinalbin,COc1cc(\C=C\C(=O)OCC[N+](C)(C)C)cc(OC)c1O.OCC2OC(SC(/Cc3ccc(O)cc3)=N/O[S](O)(=O)=O)C(O)C(O)C2O
Sinapic acid,COc1cc(/C=C/C(O)=O)cc(OC)c1O
Sinapoylcholine,COc1cc(/C=C/C(=O)OCC[N+](C)(C)C)cc(OC)c1O
Sinapyl glucoside,Did not work
Sinensetin,COc1ccc(cc1OC)C2=CC(=O)c3c(O2)cc(OC)c(OC)c3OC
Sinensin,Did not work
Sinensol A,Did not work
Sineol,Did not work
Sinigrin,[K+].OC[C@H]1O[C@@H](SC(/CC=C)=N/O[S]([O-])(=O)=O)[C@H](O)[C@@H](O)[C@@H]1O
Sinoacutine,COc1ccc2C[C@H]3N(C)CC[C@@]4(C=C(OC)C(=O)C=C34)c2c1O
Sintaxanthin,Did not work
Siphonodin,Did not work
Sisafolin,Did not work
Sitostanol,Did not work
Sitostenone,CC[C@H](CC[C@@H](C)C1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C)C(C)C
Sitosterol,CC[C@H](CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4CC(O)CC[C@]4(C)[C@H]3CC[C@]12C)C(C)C
Sitosterols ,Did not work
Sitosterone ,Did not work
Sitsirikine,COC(=O)C(CO)C1CC2N(CCc3c2[nH]c4ccccc34)CC1C=C
Skatole,Cc1c[nH]c2ccccc12
Skimmianine,COc1ccc2c(OC)c3ccoc3nc2c1OC
Skullcapflavone I 2'-glucoside,Did not work
Skullcapflavone I 2'-O-glucoside,Did not work
Slaframine,CC(=O)NC1CCC2[C@H](CCN2C1)OC(C)=O
Smilax Saponin A,Did not work
Smilax Saponin B ,Did not work
Smilax Saponin C ,Did not work
Smilaxin,Did not work
Sobrerol,CC1=CC[C@H](CC1O)C(C)(C)O
Sodium,[Na]
Sodium [Na],Did not work
Sojagol,CC1(C)CCc2c(O1)ccc3c2oc4c5ccc(O)cc5OC(=O)c34
Solamargine,C[C@@H]1CC[C@@]2(NC1)O[C@H]3C[C@H]4[C@@H]5CC=C6C[C@H](CC[C@]6(C)[C@H]5CC[C@]4(C)[C@H]3[C@@H]2C)O[C@@H]7O[C@H](CO)[C@@H](O[C@@H]8O[C@@H](C)[C@H](O)[C@@H](O)[C@H]8O)[C@H](O)[C@H]7O[C@@H]9O[C@@H](C)[C@H](O)[C@@H](O)[C@H]9O
Solanascone,Did not work
Solanidine,C[C@H]1CC[C@@H]2[C@@H](C)[C@H]3[C@H](C[C@H]4[C@@H]5CC=C6C[C@@H](O)CC[C@]6(C)[C@H]5CC[C@]34C)N2C1
Solanigridine,Did not work
Solanigrine,Did not work
Solasodine,Did not work
Solasonine,C[C@@H]1CC[C@@]2(NC1)O[C@H]3C[C@H]4[C@@H]5CC=C6C[C@H](CC[C@]6(C)[C@H]5CC[C@]4(C)[C@H]3[C@@H]2C)O[C@@H]7O[C@H](CO)[C@H](O)[C@H](O[C@@H]8O[C@H](CO)[C@@H](O)[C@H](O)[C@H]8O)[C@H]7O[C@@H]9O[C@@H](C)[C@H](O)[C@@H](O)[C@H]9O
Solavetivone,C[C@@H]1CC(=O)C=C(C)[C@]12CC[C@H](C2)C(C)=C
Sonchuside A,Did not work
Sonchuside B,Did not work
Sonchuside C,Did not work
Sonchuside D,Did not work
Sophoracarpan A,Did not work
Sophoracarpan B,Did not work
Sophoraisoflavanone A,COc1c(CC=C(C)C)c(O)ccc1C2COc3cc(O)cc(O)c3C2=O
Sophorapterocarpan A,Did not work
Soranjidiol,Cc1ccc2C(=O)c3cc(O)ccc3C(=O)c2c1O
Sorbifolin,Did not work
Sotetsuflavone,Did not work
Soyasapogenol B,CC1(C)C[C@@H](O)[C@]2(C)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)[C@](C)(CO)[C@@H]5CC[C@@]34C)[C@@H]2C1
Soyasaponin I,C[C@@H]1O[C@@H](O[C@@H]2[C@@H](O)[C@@H](O)[C@@H](CO)O[C@H]2O[C@@H]3[C@@H](O)[C@H](O)[C@H](O[C@H]3O[C@H]4CC[C@@]5(C)[C@@H](CC[C@]6(C)[C@@H]5CC=C7[C@@H]8CC(C)(C)C[C@@H](O)[C@]8(C)CC[C@@]67C)[C@@]4(C)CO)C(O)=O)[C@H](O)[C@H](O)[C@H]1O
Spathodic acid,Did not work
Spathulenol,CC1(O)CCC2[C@@H]1C3C(CCC2=C)C3(C)C
Speciociliatine,Did not work
Speciofoline,CCC1CN2CCC3(C2CC1C(=C\OC)/C(=O)OC)C(=O)Nc4cccc(O)c34
Speciogynine,Did not work
Specionoxeine,Did not work
Speciophylline,COC(=O)C1=COC(C)C2CN3CCC4(C3CC12)C(=O)Nc5ccccc45
Spermidine,NCCCCNCCCN
Spermine,NCCCNCCCCNCCCN
Spicatin,C\C=C(/CO)C(=O)OC1C=C(C)C2C3OC(=O)C(=C)C3C(CC4(CO4)C12)OC(=O)C(/COC(C)=O)=C/C
Spilanthin,Did not work
Spilanthol,CCC(C)NC(=O)\C=C\C=C\CC\C=C\C
Spinacetin,COc1cc(ccc1O)C2=C(O)C(=O)c3c(O)c(OC)c(O)cc3O2
Spinacetin 3-(2''-apiosylgentiobioside),Did not work
Spinacetin 3-gentiobioside,Did not work
Spinasaponin A,CC1(C)CC[C@@]2(CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O[C@@H]6O[C@@H]([C@@H](O)[C@H](O[C@@H]7O[C@H](CO)[C@@H](O)[C@H](O)[C@H]7O)[C@H]6O)C(O)=O)C(C)(C)[C@@H]5CC[C@@]34C)[C@@H]2C1)C(O)=O
Spinasterol,CC[C@H](\C=C\[C@@H](C)[C@H]1CC[C@H]2C3=CC[C@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C)C(C)C
Spinatoside,Did not work
Spinochalcone A,Did not work
Spinochalcone B,Did not work
Spinochalcone C,Did not work
Spinoflavanone A,Did not work
Spinoside A,CC(=O)O[C@H]1CO[C@@H](O[C@@H]2C[C@@]3(C)[C@@H]4CC=C5[C@@H](C=C(O)C(=O)C5(C)C)[C@]4(C)CC[C@]3(C)[C@H]2[C@@](C)(O)C(=O)\C=C\C(C)(C)O)[C@H](OC(C)=O)[C@H]1O
Spinosin ,COc1cc2OC(=CC(=O)c2c(O)c1[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)c5ccc(O)cc5
Spiraeoside,OC[C@H]1O[C@@H](Oc2ccc(cc2O)C3=C(O)C(=O)c4c(O)cc(O)cc4O3)[C@H](O)[C@@H](O)[C@@H]1O
Spirobrassinin,Did not work
Spiroconazole A,Did not work
Splendidine,COc1cnc2C(=O)c3ccccc3c4c(OC)c(OC)cc1c24
Squalene,CC(C)=CCC\C(C)=C\CC\C(C)=C\CC\C=C(/C)CC\C=C(/C)CCC=C(C)C
Squamocin,CCCCCC[C@H](O)CCC[C@H](O)[C@H]1CC[C@@H](O1)[C@H]2CC[C@@H](O2)[C@H](O)CCCCCCCCCCCCC3=C[C@H](C)OC3=O
Squamostatin A,Did not work
Stachydrine,C[N+]1(C)CCCC1C([O-])=O
Stansioside,Did not work
Staphylionoside D,Did not work
Stearic,Did not work
Stearic  Acid ,CCCCCCCCCCCCCCCCCC(O)=O
Stearic acid,CCCCCCCCCCCCCCCCCC(O)=O
Stemanthraquinone,Did not work
Stemanthrene A,COc1c(O)ccc2c1CCc3cc(O)c(C)c(OC)c23
Stemanthrene B,Did not work
Stemanthrene C,Did not work
Stemanthrene D,Did not work
Stemoamide,Did not work
Stemoenonine,Did not work
