Senyawa,smiles
Rutin,C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](OC3=C(Oc4cc(O)cc(O)c4C3=O)c5ccc(O)c(O)c5)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O
Ryanodine,CC(C)[C@@]1(O)[C@@H](OC(=O)c2[nH]ccc2)[C@@]3(O)[C@@]4(C)C[C@]5(O)O[C@@]6([C@H](O)[C@@H](C)CC[C@]46O)[C@@]3(O)[C@]15C
S-Acetyl dihydroasparagusic acid,CC(=O)SCC(CS)C(=O)O
S-[(E)-Prop-1-enyl]-L-cysteine S-oxide,C/C=C/[S](=O)C[C@H](N)C(O)=O
Sabinene hydrate,CC(C)C12CCC(C)(O)C1C2
Saccatoside,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@H]2[C@@H]3C=CO[C@H]([C@@H]3[C@@]4([C@H]2O4)CO)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O)OC(=O)/C=C/C6=CC=C(C=C6)O)O)O
Safflomin C,C1=CC(=CC=C1/C=C/C(=C\2/C(=C(C(=O)C(C2=O)(C3C(C(C(C(O3)CO)O)O)O)O)C(CC(=O)O)C4=CC=C(C=C4)O)O)/O)O
Safflor yellow A,C1=CC(=CC=C1/C=C/C(=O)C2=C(C3=C(C(C2=O)([C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O)OC5C3OC(C(C5O)O)CO)O)O
Safflor yellow B,C1=CC(=CC=C1/C=C/C(=C/2\C(=O)C(C(=O)C(=C2O)C(C(O)C(O)C(O)C(O)CO)C3=C(/C(=C(\O)/C=C/C4=CC=C(C=C4)O)/C(=O)C(C3=O)(O)C5OC(C(C(C5O)O)O)CO)O)(O)C6OC(C(C(C6O)O)O)CO)/O)O
Safranal,CC1=C(C=O)C(C)(C)CC=C1
Safrole,C=CCc1ccc2OCOc2c1
Safynol,C/C=C/C#CC#CC#C/C=C/[C@H](O)CO
Salannin,COC(=O)C[C@H]1[C@@]2(C)[C@H](C[C@@H](OC(C)=O)[C@@]3(C)CO[C@@H]([C@H]4O[C@@H]5C[C@H](C(=C5[C@@]14C)C)c6cocc6)[C@H]23)OC(=O)C(/C)=C/C
Salasol A,C[C@@H]1C[C@@H]([C@@H]([C@@]2([C@]13[C@@H]([C@@H](C[C@@H]2OC(=O)C4=CC=CC=C4)C(O3)(C)C)OC(=O)C)COC(=O)C)OC(=O)C)O
Salasol B,C[C@@H]1C[C@@H]([C@@H]([C@@]2([C@]13[C@@H]([C@@H](C[C@@H]2OC(=O)C4=CC=CC=C4)C(O3)(C)C)OC(=O)C)COC(=O)C)O)OC(=O)C5=CC=CC=C5
Salasone A,C[C@H]1C(=O)CC[C@@H]2[C@@]1(CC[C@H]3[C@]2(CC[C@@]4([C@@]3(C(=O)C[C@@]5([C@H]4CC(CC5)(C)C)C)CO)C)C)C
Salasone B,C[C@H]1C(=O)CC[C@@H]2[C@@]1(C[C@H]([C@H]3[C@]2(CC[C@@]4([C@@]3(C(=O)C[C@@]5([C@H]4CC(CC5)(C)C)C)C)C)C)O)C
Salasone C,C[C@H]1C(=O)CC[C@@H]2[C@@]1(CC[C@H]3[C@]2(CC[C@@]4([C@@]3([C@H](C[C@@]5([C@H]4C[C@](CC5)(C)CO)C)O)C)C)C)C
Salasone D,C[C@H]1C(=O)CC[C@@H]2[C@@]1(CC[C@H]3[C@]2(CC[C@@]4([C@@]3([C@H](C[C@@]5([C@H]4CC(CC5)(C)C)C)O)CO)C)C)C
Salasone E,C[C@H]1C(=O)CC[C@@H]2[C@@]1(C[C@H]([C@H]3[C@]2(CC[C@@]4([C@@]3(CC[C@@]5([C@H]4CC(CC5)(C)C)C)CO)C)C)O)C
Salcolin A,COC1=CC(=CC(=C1O[C@@H](CO)[C@H](C2=CC(=C(C=C2)O)OC)O)OC)C3=CC(=O)C4=C(C=C(C=C4O3)O)O
Salcolin B,COC1=CC(=CC(=C1O[C@@H](CO)[C@H](C2=CC(=C(C=C2)O)OC)O)OC)C3=CC(=O)C4=C(C=C(C=C4O3)O)O
Salsolinol,C[C@@H]1NCCc2cc(O)c(O)cc12
Salvigenin,COc1ccc(cc1)C2=CC(=O)c3c(O)c(OC)c(OC)cc3O2
Samaderin A,CC1=CC(=O)[C@]2(C)[C@H]3[C@@H](O)[C@@H]4OC(=O)[C@H]5[C@]4(C)OC[C@@]35C(=O)C=C12
Samarangenin A,C1C2C(OC3=C1C(=CC(=C3C4C(C(C5=CC(=C(C(=C5OC6=CC(=CC(=C6O)O)C(=O)O2)O)O)O)OC7=CC(=CC(=C47)O)O)O)O)O)C8=CC(=C(C(=C8)O)O)O
Sambicyanin,[Cl-].OC[C@H]1O[C@@H](Oc2cc3c(O)cc(O)cc3[o+]c2c4ccc(O)c(O)c4)[C@H](O[C@@H]5OC[C@@H](O)[C@H](O)[C@H]5O)[C@@H](O)[C@@H]1O
Sandorinic acid A,C[C@]12CC[C@@](C[C@]1([C@@]3([C@@H](CC4=C([C@]3(CC2)C)CC[C@@H]5[C@@]4(CCC(=O)C5(C)C)C)O)C)O)(C)C(=O)O
Sandorinic acid B,C[C@]12CC[C@@](C[C@]1([C@@]3([C@@H](C[C@H]4C(=CC[C@@H]5[C@@]4(CCC(=O)C5(C)C)C)[C@]3(CC2)C)O)C)O)(C)C(=O)O
Sandorinic acid C,C[C@]12CC[C@@](C[C@H]1[C@@]3([C@@H](CC4=C([C@]3(CC2)C)CC[C@@H]5[C@@]4(CCC(=O)C5(C)C)C)O)C)(C)C(=O)O
Sandwicarpin,CC(=CCC1=C(C=CC2=C1OC3C2(COC4=C3C=CC(=C4)O)O)O)C
Sanggenofuran A,CC(=CCC/C(=C/CC1=C(C=CC2=C1OC(=C2)C3=C(C(=CC(=C3)O)OC)CC=C(C)C)O)/C)C
Sanggenol N,CC(=CCC1=CC(=C(C2=C1OC(C=C2)(C)C)O)[C@@H]3CC(=O)C4=C(C=C(C=C4O3)O)O)C
Sanggenol O,CC1(C=CC2=CC(=C3C(=C2O1)C=CC(O3)(C)C)[C@@H]4CC(=O)C5=C(C=C(C=C5O4)O)O)C
Santal,COC1=CC(=C2C(=C1)OC=C(C2=O)C3=CC(=C(C=C3)O)O)O
Santalone,CC(=O)C1(C2CC3C1(C3C2)C)C
Santarubin C,COC1=CC2=C(C(=C3C(=CC4=CC(=C(C=C4O3)O)O)C2=C(C1=O)OC)CC5=C(C(=C(C=C5)O)O)OC)C6=CC(=C(C=C6)O)O
Sapintoxin A,CNc1ccccc1C(=O)O[C@@H]2[C@@H](C)[C@]3(O)[C@@H]4C=C(C)C(=O)[C@H]4CC(=C[C@H]3[C@@H]5C(C)(C)[C@]25OC(C)=O)CO
Sapintoxin B,C[C@@H]1[C@H]([C@@]2([C@@H](C2(C)C)[C@H]3[C@]1([C@@H]4C=C(C(=O)[C@H]4[C@@H](C(=C3)CO)O)C)O)OC(=O)C)OC(=O)C5=CC=CC=C5NC
Sapogenin,CC(CO)CCC1=C(C)[C@H]2[C@H](C[C@H]3[C@@H]4CC[C@H]5C[C@@H](O)CC[C@]5(C)[C@H]4CC(=O)[C@]23C)O1
Saponarin,OC[C@H]1O[C@@H](Oc2cc3OC(=CC(=O)c3c(O)c2[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)c5ccc(O)cc5)[C@H](O)[C@@H](O)[C@@H]1O
Saponin,C[C@]1(CCC23COC4([C@H]2C1)CC[C@@H]5[C@]6(CC[C@@H](C(C6CC[C@]5([C@@]4(C[C@H]3O)C)C)(C)C)O[C@H]7[C@@H]([C@H]([C@H](CO7)O[C@H]8[C@@H]([C@H]([C@@H](CO8)O)O)O)O[C@@H]9[C@@H]([C@H]([C@@H]([C@H](O9)CO)O)O)O)O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O[C@@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O)C)C=O
Saponins ,C/C=C(/C)\C(=O)O[C@H]1[C@@H]([C@@]2([C@@H](C[C@@]3(C(=CCC4[C@]3(CCC5[C@@]4(CC[C@@H]([C@]5(C)CO)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)C(=O)O)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)CO)O)O)O)O)O[C@H]8[C@@H]([C@H]([C@@H]([C@H](O8)CO)O)O)O)C)C)C2CC1(C)C)C)O)CO)OC(=O)C
Sappanchalcone,COc1cc(O)ccc1C(=O)/C=C/c2ccc(O)c(O)c2
Sarcaglaboside A,CC1=C2C[C@H]3C(=C)CC[C@H](O[C@@H]4OC(CO)[C@@H](O)[C@H](O)C4O)[C@]3(C)C[C@@H]2OC1=O
Sarcaglaboside B,CC1=C2C[C@H]3C(=C)C=C[C@H](O[C@@H]4OC(CO)[C@@H](O)[C@H](O)C4O)[C@]3(C)C[C@@H]2OC1=O
Sarmentine,CCCCC/C=C/C=C/C(=O)N1CCCC1
Sarmentosin,OC[C@H]1O[C@@H](OC/C=C(/CO)C#N)[C@H](O)[C@@H](O)[C@@H]1O
Sarpagine,CC=C1C=[N+]2[C@H]3Cc4c([nH]c5ccc(O)cc45)[C@@H]2C[C@H]1[C@H]3CO
Sativan,COc1ccc([C@@H]2COc3cc(O)ccc3C2)c(OC)c1
Sativanone,COc1ccc([C@@H]2COc3cc(O)ccc3C2=O)c(OC)c1
Sativol,COc1ccc2c(OC(=O)c3c2oc4cc(O)ccc34)c1O
Saussurea lactone,C[C@@H]1C2CC[C@](C)(C=C)[C@H]([C@H]2OC1=O)C(C)=C
Scandenin,CC(=CCC1=C2C(=C3C(=C1OC)C(=C(C(=O)O3)C4=CC=C(C=C4)O)O)C=CC(O2)(C)C)C
Scandenolide,CC(=O)OC1CC2OC2(C)CC3OC(=O)C(=C)C3C4OC(=O)C1=C4
Scanderone,CC(=CCC1=C(C=CC(=C1)C2=COC3C4C=CC(OC4CC(C3C2=O)O)(C)C)O)C
Scandinone,CC(=CCC1=C2C(=C3C(=C1OC)C(=O)C(=CO3)C4=CC=C(C=C4)O)C=CC(O2)(C)C)C
Scandione,COc1ccc(c(O)c1)C(=O)C(=O)c2cc3OCOc3cc2O
Scandoside,OC[C@H]1O[C@@H](OC2OC=C(C3[C@@H](O)C=C(CO)C23)C(O)=O)[C@H](O)[C@@H](O)[C@@H]1O
Scandoside methyl ester,COC(=O)C1=CO[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H]3[C@@H]1[C@H](O)C=C3CO
Schaftoside,OC[C@H]1O[C@H]([C@H](O)[C@@H](O)[C@@H]1O)c2c(O)c([C@@H]3OC[C@H](O)[C@H](O)[C@H]3O)c4OC(=CC(=O)c4c2O)c5ccc(O)cc5
Schisandrin,COc1cc2C[C@H](C)[C@@](C)(O)Cc3cc(OC)c(OC)c(OC)c3c2c(OC)c1OC
Schleicheol 1,CC[C@H](CC[C@@H](C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2[C@H](C=C4[C@@]3(CC[C@@H](C4)O)C)OC)C)C(C)C
Schleicheol 2,CC[C@H](CC[C@@H](C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2[C@@H](C=C4[C@@]3(CC[C@@H](C4)O)C)OC)C)C(C)C
Schleicherastatin 1,CC[C@H](C[C@H]([C@@H](C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2[C@H](C=C4[C@@]3(CC[C@@H](C4)O)C)OC)C)O)C(C)C
Schleicherastatin 2,CC[C@H](C[C@H]([C@@H](C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2[C@@H](C=C4[C@@]3(CC[C@@H](C4)O)C)OC)C)O)C(C)C
Schleicherastatin 3,C[C@H](C[C@H]([C@@H](C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2[C@H](C=C4[C@@]3(CC[C@@H](C4)O)C)OC)C)O)C(C)C
Schleicherastatin 4,C[C@@H](C[C@H]([C@@H](C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2[C@H](C=C4[C@@]3(CC[C@@H](C4)O)C)OC)C)O)C(C)C
Schleicherastatin 5,CC[C@H](C[C@H]([C@@H](C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2C(=O)C=C4[C@@]3(CC[C@@H](C4)O)C)C)O)C(C)C
Schleicherastatin 6,C[C@H](C[C@H]([C@@H](C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2C(=O)C=C4[C@@]3(CC[C@@H](C4)O)C)C)O)C(C)C
Schleicherastatin 7,C[C@@H](C[C@H]([C@@H](C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2C(=O)C=C4[C@@]3(CC[C@@H](C4)O)C)C)O)C(C)C
Sclareol,CC1(C)CCC[C@@]2(C)C1CC[C@@](C)(O)[C@@H]2CC[C@@](C)(O)C=C
Scopadulcic Acid A,C[C@]12CCC[C@@](CO)([C@@H]1[C@@H](CC3CC(=C)C4CCC23C4)OC(=O)c5ccccc5)C(O)=O
Scopadulcic acid B,C[C@@]12CC[C@]3(C1)C(C[C@@H](OC(=O)c4ccccc4)[C@H]5[C@@](C)(CCC[C@]35C)C(O)=O)CC2=O
Scopadulin,COC(=O)[C@@H]1CCC[C@@]2(C)[C@@H]1[C@@H](C[C@H]3C[C@@H]4CC23CC[C@@]4(C)O)OC(=O)c5ccccc5
Scopanolal,C/C(=C\C=O)/CC[C@@H]1C(=C)C[C@H]([C@@H]2[C@@]1(CCC[C@@]2(C)CO)C)OC(=O)C3=CC=CC=C3
Scoparic acid A,CC(/CCC1C(=C)C[C@@H](OC(=O)c2ccccc2)C3[C@]1(C)CCCC3(C)C(O)=O)=C\CO
Scoparic Acid B,CC(=O)CCC1C(=C)C[C@@H](OC(=O)c2ccccc2)[C@@H]3[C@]1(C)CCC[C@@]3(C)C(O)=O
Scoparic Acid C,C[C@]12CCC[C@](C)([C@@H]1[C@@H](CC(=C)C2CCC(=C)C=O)OC(=O)c3ccccc3)C(O)=O
Scoparin 2''-O-glucoside,COC1=C(C=CC(=C1)C2=CC(=O)C3=C(O2)C(=C(C=C3O)O)[C@H]4C([C@H]([C@@H](C(O4)CO)O)O)O[C@H]5C([C@H]([C@@H](C(O5)CO)O)O)O)O
Scoparin 2''-O-xyloside,COC1=C(C=CC(=C1)C2=CC(=O)C3=C(O2)C(=C(C=C3O)O)[C@H]4C([C@H]([C@@H](C(O4)CO)O)O)O[C@H]5C([C@H]([C@@H](CO5)O)O)O)O
Scoparinol,C/C(=C\CO)/CC[C@H]1C(=C)C[C@H]([C@@H]2[C@@]1(CCC[C@@]2(C)CO)C)OC(=O)C3=CC=CC=C3
Scopolamine,CN1[C@@H]2CC(C[C@H]1[C@@H]3O[C@H]23)OC(=O)[C@H](CO)c4ccccc4
Scopoletin,COc1cc2C=CC(=O)Oc2cc1O
Scopoletine,COc1cc2C=CC(=O)Oc2cc1O
Scopolin,COc1cc2CCC(=O)Oc2cc1O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O
Scopoline,CN1C2CC3CC1C(O3)[C@H]2O
Scorodocarpine A,CCCCCCCCCCCCCCCCCCCCCC(=O)NCCC1=CNC2=C1C=C(C=C2)O
Scorodocarpine B,CCCCCCCC/C=C\CCCCCCCCCCCC(=O)NCCC1=CNC2=C1C=C(C=C2)O
Scorodocarpine C,CCCCCCCC/C=C\CCCCCCCCCC(=O)NCCC1=CNC2=C1C=C(C=C2)O
Scorzoside,C[C@H]1[C@@H]2C[C@H](C(=C)[C@@H]3CCC(=C)[C@@H]3[C@H]2OC1=O)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O
Scoulerine,COc1ccc2CC3N(CCc4cc(OC)c(O)cc34)Cc2c1O
Scutellarein,Oc1ccc(cc1)C2=CC(=O)c3c(O)c(O)c(O)cc3O2
"Scutellarein 5,6,7,4'-tetramethyl ether",COC1=CC=C(C=C1)C2=CC(=O)C3=C(C(=C(C=C3O2)OC)OC)OC
"Scutellarein 6,4'-dimethyl ether 7-(6''-acetylglucoside)",CC(=O)OCC1[C@H]([C@@H](C([C@@H](O1)OC2=C(C(=C3C(=C2)OC(=CC3=O)C4=CC=C(C=C4)OC)O)OC)O)O)O
Scutellarein 6-rhamnosyl-(1->2)-galactoside,CC1[C@@H]([C@@H](C([C@@H](O1)OC2[C@H]([C@H](C(O[C@H]2OC3=C(C4=C(C=C3O)OC(=CC4=O)C5=CC=C(C=C5)O)O)CO)O)O)O)O)O
Scutellarein 6-xyloside-7-rhamnoside,CC1[C@@H]([C@@H](C([C@@H](O1)OC2=C(C(=C3C(=C2)OC(=CC3=O)C4=CC=C(C=C4)O)O)O[C@H]5C([C@H]([C@@H](CO5)O)O)O)O)O)O
Scutellarein 7-glucosyl-(1->4)-rhamnoside,C[C@H]1[C@@H](C(C([C@@H](O1)OC2=C(C(=C3C(=C2)OC(=CC3=O)C4=CC=C(C=C4)O)O)O)O)O)O[C@H]5C([C@H]([C@@H](C(O5)CO)O)O)O
Scutellarein 7-glucuronide-6-ferulate,COC1=C(C=CC(=C1)/C=C/C(=O)OC2=C(C=C3C(=C2O)C(=O)C=C(O3)C4=CC=C(C=C4)O)O[C@H]5C([C@H]([C@@H](C(O5)C(=O)O)O)O)O)O
Scutellarein 7-neohesperidoside,CC1[C@@H]([C@@H](C([C@@H](O1)OC2[C@H]([C@@H](C(O[C@H]2OC3=C(C(=C4C(=C3)OC(=CC4=O)C5=CC=C(C=C5)O)O)O)CO)O)O)O)O)O
Se-Methylselenocysteine,C[Se]C[C@H](N)C(O)=O
Sebacic acid,OC(=O)CCCCCCCCC(O)=O
Secaubryenol,C[C@H](CCC=C(C)C)[C@H]1CC[C@@]2([C@@]1(CC[C@]34[C@H]2CC[C@H]([C@]3(C4)CCC(=O)O)C(=C)CO)C)C
Secologanoside,COC(=O)C1=CO[C@@H](O[C@@H]2O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H]2OC(C)=O)C(C=C)C1CC=O
Secoxyloganin,COC(=O)C1=CO[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H](C=C)[C@@H]1CC(O)=O
Seguinoside F,COC1=CC(=CC(=C1O)OC)C(=O)OC[C@]2(CO[C@H]([C@@H]2O)OC[C@@H]3[C@H]([C@@H]([C@H]([C@@H](O3)OC4=CC=C(C=C4)O)O)O)O)O
Semilepidinoside A,C1=CC(=CC=C1CC2=NC=CN2)O[C@H]3[C@@H]([C@H]([C@H]([C@H](O3)CO)O)O)O
Semilepidinoside B,COC1=C(C=CC(=C1)CC2=NC=CN2)O[C@H]3[C@@H]([C@H]([C@H]([C@H](O3)CO)O)O)O
Sempervirine,C1CCc2c[n+]3ccc4c([n-]c5ccccc45)c3cc2C1
Senecionine,C/C=C1/C[C@@H](C)[C@@](C)(O)C(=O)OCC2=CCN3CC[C@@H](OC1=O)[C@@H]23
Senegin II,COc1ccc(\C=C\C(=O)O[C@H]2[C@@H](C)O[C@@H](OC(=O)[C@]34CCC(C)(C)C[C@H]3C5=CC[C@@H]6[C@@]7(C)C[C@H](O)[C@H](O[C@@H]8O[C@H](CO)[C@@H](O)[C@H](O)[C@H]8O)[C@](C)([C@@H]7CC[C@@]6(C)[C@]5(CO)CC4)C(O)=O)[C@H](O[C@@H]9O[C@@H](C)[C@H](O[C@@H]%10OC[C@@H](O[C@@H]%11O[C@H](CO)[C@H](O)[C@H](O)[C@H]%11O)[C@H](O)[C@H]%10O)[C@@H](O)[C@H]9O)[C@H]2O)cc1OC
Sepinol,COC1=C(C=C(C=C1O)[C@@H]2[C@H](C(=O)C3=C(O2)C=C(C=C3)O)O)O
Sepiol,COC1=C(C(=C(C=C1)C2=CC3=C(C=C(C=C3)O)OC2)O)O
Septicine,COC1=C(C=C(C=C1)C2=C(CN3CCC[C@@H]3C2)C4=CC(=C(C=C4)OC)OC)OC
Sequoiaflavone,COc1cc(O)c2C(=O)C=C(Oc2c1)c3ccc(O)c(c3)c4c(O)cc(O)c5C(=O)C=C(Oc45)c6ccc(O)cc6
Serine,N[C@@H](CO)C(O)=O
Serotonin,NCCc1c[nH]c2ccc(O)cc12
Serpentine,O.[Mg++].[Mg++].[Mg++].O[Si]([O-])([O-])[O-].O[Si]([O-])([O-])[O-]
Serpentinine,COC(=O)C(Cc1c[n+]2CC3C(C)OC=C(C3Cc2c4[nH]c5ccccc5c14)C(=O)OC)C6CC7N(CCc8c7[nH]c9ccccc89)C\C6=C/C
Sesamol,Oc1ccc2OCOc2c1
Sesamolinol,COc1cc(O[C@H]2OC[C@H]3[C@@H]2CO[C@@H]3c4ccc5OCOc5c4)ccc1O
Sesamose,OC[C@H]1O[C@H](OC[C@H]2O[C@H](OC[C@H]3O[C@@](CO)(O[C@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)[C@@H](O)[C@@H]3O)[C@H](O)[C@@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@H]1O
Seselin,CC1(C)Oc2ccc3C=CC(=O)Oc3c2C=C1
Sesquisabinene,CC(CCC=C(C)C)C12CCC(=C)C1C2
Sesquisabinene hydrate,CC(CCC=C(C)C)C12CCC(C1C2)(C)O
Sesquiterpene,CC(=C)[C@@H]1[C@H]2OC(=O)[C@@H]1[C@]3(O)C[C@H]4O[C@]45C(=O)O[C@H]2[C@]35C.CC(C)(O)[C@@H]6[C@H]7OC(=O)[C@@H]6[C@]8(O)C[C@H]9O[C@]9%10C(=O)O[C@H]7[C@]8%10C
Sesquithujene,CC1=CC[C@]2([C@@H]1C2)[C@H](C)CCC=C(C)C
Setaricin,COC1=CC(=CC(=C1O)OC)C2=CC(=O)C3=C(C=C(C=C3O2)OC4C(C(C(CO4)O)O)O)O
Setarin,CC(=C)OC1=CC(=O)OC2=CC=CC=C21
Setoclavine,C[C@]1(CN([C@@H]2CC3=CNC4=CC=CC(=C34)C2=C1)C)O
Seychellene,CC1CCC2(C)C(=C)C3CCC2(C)C1C3
Shanzhiside,C[C@@]1(O)CC(O)[C@@H]2[C@H]1C(OC=C2C(O)=O)O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O
Shatavarin I,C[C@H]1[C@H]2[C@H](C[C@@H]3[C@@]2(CC[C@H]4[C@H]3CC[C@H]5[C@@]4(CC[C@@H](C5)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO)O[C@H]7[C@@H]([C@@H]([C@H]([C@@H](O7)C)O)O)O)O)O[C@H]8[C@@H]([C@H]([C@@H]([C@H](O8)CO)O)O)O)C)C)O[C@@]1(CC[C@H](C)CO[C@H]9[C@@H]([C@H]([C@@H]([C@H](O9)CO)O)O)O)O
Shatavarin IX,C[C@H]1CC[C@@]2([C@H]([C@H]3[C@@H](O2)C[C@@H]4[C@@]3(CC[C@H]5[C@H]4CCC6[C@@]5(CC[C@@H](C6)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)CO)O[C@H]8[C@@H]([C@H]([C@@H]([C@H](O8)CO)O)O)O)O)O[C@H]9[C@@H]([C@H]([C@@H]([C@H](O9)CO)O)O)O)C)C)C)OC1
Shatavarin VI,C[C@H]1CC[C@]2([C@H]([C@H]3[C@@H](O2)C[C@@H]4[C@@]3(CC[C@H]5[C@H]4CCC6[C@@]5(CC[C@@H](C6)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)CO)O[C@H]8[C@@H]([C@@H]([C@H]([C@@H](O8)C)O)O)O)O)O[C@H]9[C@@H]([C@H]([C@@H]([C@H](O9)CO)O)O)O)C)C)C)OC1
Shatavarin VII,C[C@H]1[C@H]2[C@H](C[C@@H]3[C@@]2(CC[C@H]4[C@H]3CCC5[C@@]4(CC[C@@H](C5)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO)O[C@H]7[C@@H]([C@@H]([C@H]([C@@H](O7)C)O)O)O)O)O[C@H]8[C@@H]([C@H]([C@@H]([C@H](O8)CO)O)O)O)C)C)O[C@]19CCC(=C)CO9
Shatavarin VIII,C[C@H]1CC[C@@]2([C@H]([C@H]3[C@@H](O2)C[C@@H]4[C@@]3(CC[C@H]5[C@H]4CCC6[C@@]5(CC[C@@H](C6)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)CO[C@H]8[C@@H]([C@H]([C@@H]([C@H](O8)CO)O)O)O)O[C@H]9[C@@H]([C@H]([C@H](CO9)O)O)O)O)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)C)C)C)OC1
Shatavarin X,C[C@H]1CC[C@@]2([C@H]([C@H]3[C@@H](O2)C[C@@H]4[C@@]3(CC[C@H]5[C@H]4CCC6[C@@]5(CC[C@@H](C6)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)CO)O[C@H]8[C@@H]([C@H]([C@@H]([C@H](O8)COC(=O)C)O)O)O)O)O[C@H]9[C@@H]([C@H]([C@@H]([C@H](O9)CO)O)O)O)C)C)C)OC1
Shekanin,COc1c(O)c2C(=O)C(=COc2cc1O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c4ccc(O)cc4
Shikimic Acid,OC1CC(=CC(O)C1O)C(O)=O
Shikimic acid 3-phosphate,C1[C@H]([C@@H]([C@@H](C=C1C(=O)O)OP(=O)(O)O)O)O
Shinanolone,Cc1cc(O)c2C(=O)CCC(=O)c2c1
Shizukanolide,CC1=C2C[C@H]3C(=C)[C@H]4C[C@H]4[C@]3(C)C[C@@H]2OC1=O
Shizukanolide C,CC1=C2C[C@H]3[C@@H]([C@H]4C[C@H]4[C@@]3(C=C2OC1=O)C)CO
Shizukanolide F,C[C@@]12C=C3C(=C(C(=O)O3)CO)C[C@H]1[C@@H]([C@@H]4[C@H]2C4)CO
Shizukaol E,CC1=C2C[C@H]3[C@@H]([C@H]4C[C@H]4[C@@]3([C@H]5[C@@]2([C@@H]\6C7=C(C5)[C@H]8C[C@H]8[C@@]7([C@H](C(=O)/C6=C(/C)\C(=O)OC)O)C)OC1=O)C)COC(=O)C
Shuterin,CC(=CCC1=C(C2=C(C=C1O)O[C@@H]([C@H](C2=O)O)C3=CC=C(C=C3)O)O)C
Shuterol,CC(=C)[C@H]1CC2=C(C3=C(C=C2O1)O[C@@H]([C@H](C3=O)O)C4=CC=C(C=C4)O)O
Shuterone A,CC(=C)[C@H]1CC2=C(C3=C(C=C2O1)O[C@@H]([C@H](C3=O)O)C4=C(C=C(C=C4)O)O)O
Shuterone B,CC(=C)[C@H]1CC2=C(C3=C(C=C2O1)O[C@H]([C@H](C3=O)O)C4=C(C=C(C=C4)O)O)O
Shyobunone,CC(C)[C@@H]1CC[C@@](C)(C=C)[C@H](C(C)=C)C1=O
Sideroxylin,CC1=C(C2=C(C(=C1OC)C)OC(=CC2=O)C3=CC=C(C=C3)O)O
Sikokianin C,COC1=CC=C(C=C1)[C@@H]2[C@H](C(=O)C3=C(C=C(C=C3O2)O)O)[C@H]4[C@@H](OC5=CC(=CC(=C5C4=O)O)O)C6=CC=C(C=C6)O
Silicon,[SiH4]
Silybin ,COc1cc(ccc1O)[C@H]2Oc3cc(ccc3O[C@@H]2CO)[C@H]4Oc5cc(O)cc(O)c5C(=O)[C@@H]4O
Silychristin,COc1cc(ccc1O)[C@@H]2Oc3c(O)cc(cc3[C@H]2CO)[C@H]4Oc5cc(O)cc(O)c5C(=O)[C@@H]4O
